seqnames	start	end	width	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
X	612314	612324	11	+	2	9	0.56	11	-0.56	1.01	0.01	Promoter	10	612413	612931	519	1	YJR097W	YJR097W_mRNA	-89
X	612350	612350	1	+	1	10	1	1	0	2	1	Promoter	10	612413	612931	519	1	YJR097W	YJR097W_mRNA	-63
X	615414	615414	1	+	1	5	1	1	0	2	1	Promoter	10	615576	616286	711	1	YJR099W	YJR099W_mRNA	-162
X	615459	615482	24	+	2	21	0.62	24	2.74	1.04	0.04	Promoter	10	615576	616286	711	1	YJR099W	YJR099W_mRNA	-94
X	618138	618138	1	+	1	8	1	1	0	2	1	Promoter	10	618234	619034	801	1	YJR101W	YJR101W_mRNA	-96
X	620691	620703	13	+	2	8	0.5	13	0	1	0	Promoter	10	620754	622490	1737	1	YJR103W	YJR103W_mRNA	-51
X	620740	620766	27	+	3	13	0.54	27	-6.31	0.54	0.08	Promoter	10	620754	622490	1737	1	YJR103W	YJR103W_mRNA	0
X	623189	623189	1	+	1	5	1	1	0	2	1	Promoter	10	623581	624603	1023	1	YJR105W	YJR105W_mRNA	-392
X	623534	623561	28	+	7	45	0.27	28	1.94	-0.57	0.09	Promoter	10	623581	624603	1023	1	YJR105W	YJR105W_mRNA	-20
X	624805	624811	7	+	2	8	0.62	7	0.75	1.05	0.05	Promoter	10	624838	627015	2178	1	YJR106W	YJR106W_mRNA	-27
X	628857	628857	1	+	1	4	1	1	0	2	1	Exon (YJR108W_mRNA/YJR108W, exon 1 of 1)	10	628712	629083	372	1	YJR108W	YJR108W_mRNA	145
X	628889	628919	31	+	5	29	0.34	31	1.72	-0.2	0.05	Exon (YJR108W_mRNA/YJR108W, exon 1 of 1)	10	628712	629083	372	1	YJR108W	YJR108W_mRNA	177
X	635463	635463	1	+	1	4	1	1	0	2	1	Exon (YJR110W_mRNA/YJR110W, exon 1 of 1)	10	637030	637635	606	1	YJR112W	YJR112W_mRNA	-1567
X	636992	637026	35	+	4	23	0.43	35	-2.3	0.15	0.07	Promoter	10	637030	637635	606	1	YJR112W	YJR112W_mRNA	-4
X	637737	637770	34	+	5	30	0.33	34	-0.17	-0.22	0.04	Promoter	10	637790	638168	379	1	YJR112W-A	YJR112W-A_mRNA	-20
X	637801	637801	1	+	1	3	1	1	0	2	1	Promoter	10	637790	638168	379	1	YJR112W-A	YJR112W-A_mRNA	11
X	639290	639290	1	+	1	3	1	1	0	2	1	Downstream (1-2kb)	10	638659	639051	393	1	YJR114W	YJR114W_mRNA	631
X	640019	640023	5	+	3	21	0.43	5	-0.19	0.45	0.03	Promoter	10	639942	640451	510	1	YJR115W	YJR115W_mRNA	77
X	640059	640059	1	+	1	3	1	1	0	2	1	Exon (YJR115W_mRNA/YJR115W, exon 1 of 1)	10	639942	640451	510	1	YJR115W	YJR115W_mRNA	117
X	640092	640092	1	+	1	4	1	1	0	2	1	Exon (YJR115W_mRNA/YJR115W, exon 1 of 1)	10	639942	640451	510	1	YJR115W	YJR115W_mRNA	150
X	640122	640166	45	+	6	49	0.47	45	-10.02	-0.2	0.15	Exon (YJR115W_mRNA/YJR115W, exon 1 of 1)	10	639942	640451	510	1	YJR115W	YJR115W_mRNA	180
X	640249	640251	3	+	2	12	0.58	3	-0.17	1.02	0.02	Exon (YJR115W_mRNA/YJR115W, exon 1 of 1)	10	639942	640451	510	1	YJR115W	YJR115W_mRNA	307
X	640277	640277	1	+	1	3	1	1	0	2	1	Exon (YJR115W_mRNA/YJR115W, exon 1 of 1)	10	639942	640451	510	1	YJR115W	YJR115W_mRNA	335
X	640713	640717	5	+	2	11	0.73	5	0.91	1.15	0.15	Promoter	10	640825	641664	840	1	YJR116W	YJR116W_mRNA	-108
X	640843	640843	1	+	1	3	1	1	0	2	1	Promoter	10	640825	641664	840	1	YJR116W	YJR116W_mRNA	18
X	641963	641993	31	+	4	17	0.29	31	-0.76	0.01	0	Promoter	10	642007	643368	1362	1	YJR117W	YJR117W_mRNA	-14
X	647371	647371	1	+	1	3	1	1	0	2	1	Promoter	10	647607	649142	1536	1	YJR121W	YJR121W_mRNA	-236
X	647414	647428	15	+	3	108	0.92	15	-6.33	1.51	0.69	Promoter	10	647607	649142	1536	1	YJR121W	YJR121W_mRNA	-179
X	649722	649722	1	+	1	3	1	1	0	2	1	Promoter	10	649776	651269	1494	1	YJR122W	YJR122W_mRNA	-54
X	651819	651910	92	+	21	415	0.46	92	4.58	-1.01	0.32	Promoter	10	651901	652578	678	1	YJR123W	YJR123W_mRNA	0
X	663749	663749	1	+	1	4	1	1	0	2	1	Promoter	10	663749	663942	194	1	snR3	snR3_snoRNA	0
X	667375	667398	24	+	6	26	0.31	24	-3.08	-0.45	0.05	Promoter	10	667644	669293	1650	1	YJR131W	YJR131W_mRNA	-246
X	667454	667456	3	+	2	11	0.73	3	-0.45	1.15	0.15	Promoter	10	667644	669293	1650	1	YJR131W	YJR131W_mRNA	-188
X	667592	667595	4	+	2	10	0.6	4	-0.3	1.03	0.03	Promoter	10	667644	669293	1650	1	YJR131W	YJR131W_mRNA	-49
X	667628	667628	1	+	1	6	1	1	0	2	1	Promoter	10	667644	669293	1650	1	YJR131W	YJR131W_mRNA	-16
X	667656	667656	1	+	1	3	1	1	0	2	1	Promoter	10	667644	669293	1650	1	YJR131W	YJR131W_mRNA	12
X	669461	669504	44	+	3	11	0.36	44	-1.41	0.43	0.01	Promoter	10	669522	672668	3147	1	YJR132W	YJR132W_mRNA	-18
X	676928	676959	32	+	4	18	0.39	32	6	0.07	0.04	Promoter	10	676971	677234	264	1	YJR135W-A	YJR135W-A_mRNA	-12
X	684535	684543	9	+	3	28	0.54	9	0.96	0.56	0.09	Promoter	10	684567	689321	4755	1	YJR138W	YJR138W_mRNA	-24
X	684761	684761	1	+	1	3	1	1	0	2	1	Exon (YJR138W_mRNA/YJR138W, exon 1 of 1)	10	684567	689321	4755	1	YJR138W	YJR138W_mRNA	194
X	695873	695873	1	+	1	6	1	1	0	2	1	Promoter	10	695906	696949	1044	1	YJR141W	YJR141W_mRNA	-33
X	697108	697150	43	+	4	28	0.68	43	-5.46	0.58	0.29	Promoter	10	697141	698169	1029	1	YJR142W	YJR142W_mRNA	0
X	700853	700877	25	+	4	30	0.63	25	-2.93	0.48	0.24	Promoter	10	700882	701691	810	1	YJR144W	YJR144W_mRNA	-5
X	704164	704164	1	+	1	4	1	1	0	2	1	Promoter	10	704196	705272	1077	1	YJR147W	YJR147W_mRNA	-32
X	704192	704192	1	+	1	4	1	1	0	2	1	Promoter	10	704196	705272	1077	1	YJR147W	YJR147W_mRNA	-4
X	705631	705631	1	+	1	7	1	1	0	2	1	Promoter	10	705744	706874	1131	1	YJR148W	YJR148W_mRNA	-113
X	705662	705726	65	+	7	50	0.3	65	5.78	-0.6	0.07	Promoter	10	705744	706874	1131	1	YJR148W	YJR148W_mRNA	-18
X	719393	719393	1	+	1	6	1	1	0	2	1	Promoter	10	719666	721297	1632	1	YJR152W	YJR152W_mRNA	-273
X	725551	725551	1	+	1	5	1	1	0	2	1	Promoter	10	725784	726824	1041	1	YJR154W	YJR154W_mRNA	-233
X	725577	725583	7	+	3	19	0.53	7	-0.47	0.57	0.1	Promoter	10	725784	726824	1041	1	YJR154W	YJR154W_mRNA	-201
X	19044	19044	1	-	1	3	1	1	0	2	1	Promoter	10	16767	18536	1770	2	YJL221C	YJL221C_mRNA	-508
X	28338	28338	1	-	1	5	1	1	0	2	1	Downstream (1-2kb)	10	26412	26771	360	2	YJL215C	YJL215C_mRNA	-1567
X	36277	36293	17	-	2	13	0.62	17	-1.85	1.04	0.04	Promoter	10	33850	36249	2400	2	YJL212C	YJL212C_mRNA	-44
X	36337	36337	1	-	1	3	1	1	0	2	1	Promoter	10	33850	36249	2400	2	YJL212C	YJL212C_mRNA	-88
X	41235	41235	1	-	1	13	1	1	0	2	1	Promoter	10	40194	41183	990	2	YJL208C	YJL208C_mRNA	-52
X	47407	47407	1	-	1	3	1	1	0	2	1	Promoter	10	41389	47433	6045	2	YJL207C	YJL207C_mRNA	26
X	47444	47444	1	-	1	6	1	1	0	2	1	Promoter	10	41389	47433	6045	2	YJL207C	YJL207C_mRNA	-11
X	49927	49930	4	-	2	12	0.75	4	0.75	1.19	0.19	Promoter	10	47659	49935	2277	2	YJL206C	YJL206C_mRNA	8
X	49968	49968	1	-	1	6	1	1	0	2	1	Promoter	10	47659	49935	2277	2	YJL206C	YJL206C_mRNA	-33
X	50034	50057	24	-	2	18	0.72	24	-5.11	1.15	0.15	Promoter	10	47659	49935	2277	2	YJL206C	YJL206C_mRNA	-122
X	50087	50090	4	-	2	10	0.7	4	0.6	1.12	0.12	Promoter	10	47659	49935	2277	2	YJL206C	YJL206C_mRNA	-155
X	50433	50464	32	-	5	46	0.37	32	6.67	0.03	0.15	Promoter	10	50139	50443	305	2	YJL205C	YJL205C_mRNA	0
X	58814	58882	69	-	5	38	0.61	69	-4.63	0.26	0.25	Promoter	10	56444	58813	2370	2	YJL200C	YJL200C_mRNA	-69
X	58924	58939	16	-	2	6	0.5	16	0	1	0	Promoter	10	56444	58813	2370	2	YJL200C	YJL200C_mRNA	-126
X	60549	60549	1	-	1	7	1	1	0	2	1	Promoter	10	59856	60182	327	2	YJL199C	YJL199C_mRNA	-367
X	68805	68814	10	-	2	28	0.86	10	-3.21	1.41	0.41	Promoter	10	67850	68782	933	2	YJL196C	YJL196C_mRNA	-32
X	73420	73471	52	-	10	94	0.23	52	-9.05	-0.87	0.14	Promoter	10	72710	73414	705	2	YJL192C	YJL192C_mRNA	-57
X	75254	75358	105	-	24	300	0.17	105	12.71	-2.02	0.12	Promoter	10	74910	75302	393	2	YJL190C	YJL190C_mRNA	0
X	75386	75390	5	-	2	10	0.6	5	0.4	1.03	0.03	Promoter	10	74910	75302	393	2	YJL190C	YJL190C_mRNA	-88
X	79355	79355	1	-	1	5	1	1	0	2	1	Promoter	10	76803	79262	2460	2	YJL187C	YJL187C_mRNA	-93
X	79421	79421	1	-	1	3	1	1	0	2	1	Promoter	10	76803	79262	2460	2	YJL187C	YJL187C_mRNA	-159
X	82516	82529	14	-	2	6	0.5	14	0	1	0	Exon (YJL185C_mRNA/YJL185C, exon 1 of 1)	10	82095	82976	882	2	YJL185C	YJL185C_mRNA	460
X	83039	83039	1	-	1	3	1	1	0	2	1	Promoter	10	82095	82976	882	2	YJL185C	YJL185C_mRNA	-63
X	90100	90135	36	-	5	59	0.37	36	6.21	-0.15	0.08	Promoter	10	89282	90097	816	2	YJL178C	YJL178C_mRNA	-38
X	94516	94516	1	-	1	6	1	1	0	2	1	Promoter	10	92053	94530	2478	2	YJL176C	YJL176C_mRNA	14
X	94543	94597	55	-	11	102	0.3	55	9.44	-0.98	0.14	Promoter	10	92053	94530	2478	2	YJL176C	YJL176C_mRNA	-67
X	96537	96552	16	-	4	30	0.3	16	-2.23	0.06	0.03	Promoter	10	96161	96529	369	2	YJL173C	YJL173C_mRNA	-23
X	100868	100868	1	-	1	3	1	1	0	2	1	Promoter	10	99704	100894	1191	2	YJL171C	YJL171C_mRNA	26
X	100911	100946	36	-	4	37	0.41	36	-0.61	0.11	0.05	Promoter	10	99704	100894	1191	2	YJL171C	YJL171C_mRNA	-52
X	101789	101789	1	-	1	4	1	1	0	2	1	Promoter	10	101150	101779	630	2	YJL170C	YJL170C_mRNA	-10
X	101887	101887	1	-	1	3	1	1	0	2	1	Promoter	10	101150	101779	630	2	YJL170C	YJL170C_mRNA	-108
X	104480	104534	55	-	9	64	0.33	55	5.28	-0.83	0.11	Promoter	10	102227	104428	2202	2	YJL168C	YJL168C_mRNA	-106
X	109459	109459	1	-	1	3	1	1	0	2	1	Promoter	10	106894	109461	2568	2	YJL165C	YJL165C_mRNA	2
X	109497	109516	20	-	4	17	0.29	20	0.03	0.01	0	Promoter	10	106894	109461	2568	2	YJL165C	YJL165C_mRNA	-55
X	109546	109556	11	-	2	6	0.5	11	0	1	0	Promoter	10	106894	109461	2568	2	YJL165C	YJL165C_mRNA	-95
X	109604	109619	16	-	2	9	0.67	16	2.5	1.08	0.08	Promoter	10	106894	109461	2568	2	YJL165C	YJL165C_mRNA	-158
X	109830	109830	1	-	1	4	1	1	0	2	1	Promoter	10	106894	109461	2568	2	YJL165C	YJL165C_mRNA	-369
X	111235	111250	16	-	3	18	0.61	16	-3.67	0.65	0.15	Promoter	10	109966	111159	1194	2	YJL164C	YJL164C_mRNA	-91
X	111295	111390	96	-	10	69	0.26	96	9.7	-1.13	0.06	Promoter	10	109966	111159	1194	2	YJL164C	YJL164C_mRNA	-231
X	113367	113367	1	-	1	3	1	1	0	2	1	Promoter	10	111666	113333	1668	2	YJL163C	YJL163C_mRNA	-34
X	113413	113413	1	-	1	6	1	1	0	2	1	Promoter	10	111666	113333	1668	2	YJL163C	YJL163C_mRNA	-80
X	115678	115678	1	-	1	8	1	1	0	2	1	Promoter	10	113878	115629	1752	2	YJL162C	YJL162C_mRNA	-49
X	115744	115744	1	-	1	3	1	1	0	2	1	Promoter	10	113878	115629	1752	2	YJL162C	YJL162C_mRNA	-115
X	116884	116884	1	-	1	3	1	1	0	2	1	Promoter	10	115939	116010	72	2	tE(UUC)J	tE(UUC)J_tRNA	-874
X	122876	122876	1	-	1	4	1	1	0	2	1	Promoter	10	122265	122948	684	2	YJL158C	YJL158C_mRNA	72
X	122955	123010	56	-	15	321	0.29	56	2.57	-1.04	0.22	Promoter	10	122265	122948	684	2	YJL158C	YJL158C_mRNA	-62
X	126374	126396	23	-	2	15	0.53	23	0.73	1	0	Promoter	10	123836	126328	2493	2	YJL157C	YJL157C_mRNA	-68
X	126430	126430	1	-	1	3	1	1	0	2	1	Promoter	10	123836	126328	2493	2	YJL157C	YJL157C_mRNA	-102
X	128972	128972	1	-	1	5	1	1	0	2	1	Promoter	10	126853	128952	2100	2	YJL156C	YJL156C_mRNA	-20
X	129035	129035	1	-	1	4	1	1	0	2	1	Promoter	10	126853	128952	2100	2	YJL156C	YJL156C_mRNA	-83
X	130771	130771	1	-	1	3	1	1	0	2	1	Promoter	10	129285	130643	1359	2	YJL155C	YJL155C_mRNA	-128
X	130821	130823	3	-	2	8	0.62	3	-0.25	1.05	0.05	Promoter	10	129285	130643	1359	2	YJL155C	YJL155C_mRNA	-180
X	133960	134025	66	-	11	57	0.3	66	14.57	-1.15	0.09	Promoter	10	131101	133935	2835	2	YJL154C	YJL154C_mRNA	-90
X	136803	136826	24	-	3	28	0.54	24	1.89	0.64	0.14	Promoter	10	136372	136773	402	2	YJL151C	YJL151C_mRNA	-53
X	137039	137039	1	-	1	4	1	1	0	2	1	Promoter	10	136372	136773	402	2	YJL151C	YJL151C_mRNA	-266
X	139950	139951	2	-	2	9	0.67	2	-0.17	1.08	0.08	Promoter	10	139761	139950	190	2	snR190	snR190_snoRNA	0
X	144902	144923	22	-	3	12	0.5	22	-4.5	0.5	0.05	Distal Intergenic	10	141419	142567	1149	2	YJL147C	YJL147C_mRNA	-2356
X	150447	150501	55	-	10	155	0.39	55	-2.6	-0.51	0.24	Promoter	10	147967	150390	2424	2	YJL141C	YJL141C_mRNA	-111
X	153040	153085	46	-	5	28	0.29	46	3.61	-0.28	0.02	Promoter	10	151713	152999	1287	2	YJL139C	YJL139C_mRNA	-86
X	153119	153119	1	-	1	3	1	1	0	2	1	Promoter	10	151713	152999	1287	2	YJL139C	YJL139C_mRNA	-120
X	154722	154771	50	-	12	126	0.27	50	-5.22	-1.14	0.12	Promoter	10	153504	154691	1188	2	YJL138C	YJL138C_mRNA	-80
X	156145	156145	1	-	1	3	1	1	0	2	1	Promoter	10	154985	156127	1143	2	YJL137C	YJL137C_mRNA	-18
X	156206	156206	1	-	1	4	1	1	0	2	1	Promoter	10	154985	156127	1143	2	YJL137C	YJL137C_mRNA	-79
X	156235	156235	1	-	1	3	1	1	0	2	1	Promoter	10	154985	156127	1143	2	YJL137C	YJL137C_mRNA	-108
X	157261	157337	77	-	18	218	0.27	77	1.76	-1.28	0.21	Promoter	10	156550	157273	724	2	YJL136C	YJL136C_mRNA	0
X	159841	159895	55	-	9	92	0.29	55	1.33	-0.84	0.1	Promoter	10	159623	159847	225	2	YJL133C-A	YJL133C-A_mRNA	0
X	165374	165392	19	-	4	23	0.48	19	-2.3	0.19	0.1	Promoter	10	164278	165348	1071	2	YJL131C	YJL131C_mRNA	-44
X	168160	168160	1	-	1	4	1	1	0	2	1	Exon (YJL130C_mRNA/YJL130C, exon 1 of 1)	10	164278	165348	1071	2	YJL131C	YJL131C_mRNA	-2812
X	172482	172482	1	-	1	4	1	1	0	2	1	Promoter	10	165723	172367	6645	2	YJL130C	YJL130C_mRNA	-115
X	172533	172533	1	-	1	8	1	1	0	2	1	Promoter	10	165723	172367	6645	2	YJL130C	YJL130C_mRNA	-166
X	172944	172947	4	-	2	53	0.74	4	0.71	1.17	0.17	Promoter	10	165723	172367	6645	2	YJL130C	YJL130C_mRNA	-580
X	177591	177609	19	-	3	17	0.65	19	-4.53	0.71	0.19	Promoter	10	173599	177306	3708	2	YJL129C	YJL129C_mRNA	-303
X	180322	180330	9	-	4	26	0.54	9	0.62	0.31	0.16	Promoter	10	178097	180103	2007	2	YJL128C	YJL128C_mRNA	-227
X	181782	181808	27	-	6	39	0.28	27	0.03	-0.52	0.03	Promoter	10	181551	181709	159	2	YJL127C-B	YJL127C-B_mRNA	-99
X	184285	184312	28	-	4	21	0.33	28	-0.79	0.06	0.03	Promoter	10	182298	184220	1923	2	YJL127C	YJL127C_mRNA	-92
X	184534	184534	1	-	1	3	1	1	0	2	1	Promoter	10	182298	184220	1923	2	YJL127C	YJL127C_mRNA	-314
X	186716	186721	6	-	2	9	0.56	6	0.28	1.01	0.01	Promoter	10	185528	186679	1152	2	YJL125C	YJL125C_mRNA	-42
X	187777	187818	42	-	7	67	0.37	42	3.8	-0.42	0.14	Promoter	10	187126	187644	519	2	YJL124C	YJL124C_mRNA	-174
X	189297	189297	1	-	1	3	1	1	0	2	1	Exon (YJL123C_mRNA/YJL123C, exon 1 of 1)	10	188004	189440	1437	2	YJL123C	YJL123C_mRNA	143
X	189365	189365	1	-	1	3	1	1	0	2	1	Promoter	10	188004	189440	1437	2	YJL123C	YJL123C_mRNA	75
X	189419	189516	98	-	14	369	0.43	98	-8.86	-0.94	0.23	Promoter	10	188004	189440	1437	2	YJL123C	YJL123C_mRNA	0
X	191098	191111	14	-	5	43	0.33	14	0.94	-0.07	0.11	Promoter	10	190374	191090	717	2	YJL121C	YJL121C_mRNA	-21
X	195088	195090	3	-	2	9	0.67	3	0.33	1.08	0.08	Promoter	10	193860	194873	1014	2	YJL116C	YJL116C_mRNA	-217
X	211651	211692	42	-	5	20	0.3	42	-3.85	-0.27	0.02	Promoter	10	209922	211577	1656	2	YJL110C	YJL110C_mRNA	-115
X	217323	217337	15	-	4	54	0.67	15	3.48	0.63	0.32	Promoter	10	212000	217309	5310	2	YJL109C	YJL109C_mRNA	-28
X	220037	220052	16	-	2	15	0.53	16	-0.5	1	0	Promoter	10	218853	220016	1164	2	YJL107C	YJL107C_mRNA	-36
X	220080	220111	32	-	6	39	0.33	32	-9.17	-0.35	0.09	Promoter	10	218853	220016	1164	2	YJL107C	YJL107C_mRNA	-95
X	220688	220688	1	-	1	4	1	1	0	2	1	Promoter	10	218853	220016	1164	2	YJL107C	YJL107C_mRNA	-672
X	227091	227098	8	-	2	11	0.55	8	-0.32	1.01	0.01	Distal Intergenic	10	228094	228479	386	2	snR37	snR37_snoRNA	1388
X	228479	228479	1	-	1	27	1	1	0	2	1	Promoter	10	228094	228479	386	2	snR37	snR37_snoRNA	0
X	230717	230717	1	-	1	3	1	1	0	2	1	Exon (YJL103C_mRNA/YJL103C, exon 1 of 1)	10	229025	230881	1857	2	YJL103C	YJL103C_mRNA	164
X	230891	230901	11	-	2	6	0.5	11	0	1	0	Promoter	10	229025	230881	1857	2	YJL103C	YJL103C_mRNA	-20
X	231024	231076	53	-	7	43	0.21	53	4.19	-0.72	0.03	Promoter	10	229025	230881	1857	2	YJL103C	YJL103C_mRNA	-195
X	236486	236512	27	-	5	26	0.35	27	-6	-0.17	0.06	Promoter	10	234320	236356	2037	2	YJL101C	YJL101C_mRNA	-156
X	256798	256798	1	-	1	3	1	1	0	2	1	Promoter	10	254737	256812	2076	2	YJL093C	YJL093C_mRNA	14
X	265081	265081	1	-	1	3	1	1	0	2	1	Promoter	10	262757	265051	2295	2	YJL090C	YJL090C_mRNA	-30
X	265113	265136	24	-	2	7	0.57	24	-1.64	1.01	0.01	Promoter	10	262757	265051	2295	2	YJL090C	YJL090C_mRNA	-85
X	272576	272588	13	-	2	12	0.58	13	-1	1.02	0.02	Promoter	10	270002	272485	2484	2	YJL087C	YJL087C_mRNA	-103
X	278143	278152	10	-	2	7	0.57	10	-0.64	1.01	0.01	Promoter	10	274862	278002	3141	2	YJL084C	YJL084C_mRNA	-150
X	285284	285297	14	-	3	10	0.4	14	-1.4	0.43	0.01	Promoter	10	283802	285271	1470	2	YJL081C	YJL081C_mRNA	-26
X	285325	285337	13	-	2	7	0.57	13	0.86	1.01	0.01	Promoter	10	283802	285271	1470	2	YJL081C	YJL081C_mRNA	-66
X	289402	289455	54	-	12	172	0.17	54	1.91	-1.37	0.06	Promoter	10	285558	289226	3669	2	YJL080C	YJL080C_mRNA	-229
X	289485	289497	13	-	2	16	0.62	13	1.5	1.05	0.05	Promoter	10	285558	289226	3669	2	YJL080C	YJL080C_mRNA	-271
X	290938	290953	16	-	4	49	0.53	16	-3.54	0.45	0.22	Promoter	10	289875	290774	900	2	YJL079C	YJL079C_mRNA	-179
X	291012	291012	1	-	1	4	1	1	0	2	1	Promoter	10	289875	290774	900	2	YJL079C	YJL079C_mRNA	-238
X	291782	291782	1	-	1	4	1	1	0	2	1	Exon (YJL078C_mRNA/YJL078C, exon 1 of 1)	10	289875	290774	900	2	YJL079C	YJL079C_mRNA	-1008
X	294054	294054	1	-	1	10	1	1	0	2	1	Promoter	10	291336	293981	2646	2	YJL078C	YJL078C_mRNA	-73
X	302858	302880	23	-	3	22	0.55	23	4.18	0.55	0.09	Promoter	10	299157	302849	3693	2	YJL074C	YJL074C_mRNA	-31
X	305882	305931	50	-	5	28	0.32	50	-5.29	-0.18	0.06	Promoter	10	305221	305862	642	2	YJL072C	YJL072C_mRNA	-69
X	310644	310644	1	-	1	4	1	1	0	2	1	Promoter	10	307971	310637	2667	2	YJL070C	YJL070C_mRNA	-7
X	312707	312761	55	-	9	70	0.24	55	-9.13	-0.96	0.07	Promoter	10	310922	312706	1785	2	YJL069C	YJL069C_mRNA	-55
X	313932	313942	11	-	2	10	0.7	11	-2	1.12	0.12	Promoter	10	313016	313915	900	2	YJL068C	YJL068C_mRNA	-27
X	314854	314854	1	-	1	3	1	1	0	2	1	Promoter	10	314114	314872	759	2	YJL066C	YJL066C_mRNA	18
X	314910	314910	1	-	1	15	1	1	0	2	1	Promoter	10	314114	314872	759	2	YJL066C	YJL066C_mRNA	-38
X	315568	315591	24	-	4	40	0.35	24	-4.03	0.09	0.05	Promoter	10	315054	315557	504	2	YJL065C	YJL065C_mRNA	-34
X	316485	316523	39	-	5	39	0.28	39	6.69	-0.2	0.05	Promoter	10	315759	316475	717	2	YJL063C	YJL063C_mRNA	-48
X	317305	317309	5	-	2	6	0.5	5	0	1	0	Promoter	10	315759	316475	717	2	YJL063C	YJL063C_mRNA	-834
X	327906	327922	17	-	4	14	0.29	17	3.14	0.01	0.01	Promoter	10	326242	327873	1632	2	YJL058C	YJL058C_mRNA	-49
X	328653	328653	1	-	1	6	1	1	0	2	1	Promoter	10	326242	327873	1632	2	YJL058C	YJL058C_mRNA	-780
X	329122	329122	1	-	1	4	1	1	0	2	1	Exon (YJL057C_mRNA/YJL057C, exon 1 of 1)	10	328118	330121	2004	2	YJL057C	YJL057C_mRNA	999
X	329181	329181	1	-	1	4	1	1	0	2	1	Exon (YJL057C_mRNA/YJL057C, exon 1 of 1)	10	328118	330121	2004	2	YJL057C	YJL057C_mRNA	940
X	330179	330179	1	-	1	4	1	1	0	2	1	Promoter	10	328118	330121	2004	2	YJL057C	YJL057C_mRNA	-58
X	334108	334108	1	-	1	3	1	1	0	2	1	Distal Intergenic	10	330431	333073	2643	2	YJL056C	YJL056C_mRNA	-1035
X	348635	348693	59	-	5	28	0.29	59	4.82	-0.25	0.03	Promoter	10	347447	348637	1191	2	YJL048C	YJL048C_mRNA	0
X	348727	348729	3	-	2	11	0.73	3	0.45	1.15	0.15	Promoter	10	347447	348637	1191	2	YJL048C	YJL048C_mRNA	-92
X	373904	373904	1	-	1	7	1	1	0	2	1	Promoter	10	368748	373799	5052	2	YJL039C	YJL039C_mRNA	-105
X	373982	373982	1	-	1	10	1	1	0	2	1	Promoter	10	368748	373799	5052	2	YJL039C	YJL039C_mRNA	-183
X	381049	381049	1	-	1	10	1	1	0	2	1	Promoter	10	380249	381001	753	2	YJL035C	YJL035C_mRNA	-48
X	387447	387499	53	-	4	25	0.32	53	3.72	0.09	0.04	Promoter	10	386368	387438	1071	2	YJL031C	YJL031C_mRNA	-61
X	390854	390854	1	-	1	5	1	1	0	2	1	Promoter	10	388385	390853	2469	2	YJL029C	YJL029C_mRNA	-1
X	390914	390914	1	-	1	4	1	1	0	2	1	Promoter	10	388385	390853	2469	2	YJL029C	YJL029C_mRNA	-61
X	396614	396614	1	-	1	8	1	1	0	2	1	Promoter	10	395931	396592	662	2	YJL024C	YJL024C_mRNA	-22
X	398160	398160	1	-	1	4	1	1	0	2	1	Exon (YJL023C_mRNA/YJL023C, exon 1 of 1)	10	397355	398398	1044	2	YJL023C	YJL023C_mRNA	238
X	398197	398197	1	-	1	3	1	1	0	2	1	Exon (YJL023C_mRNA/YJL023C, exon 1 of 1)	10	397355	398398	1044	2	YJL023C	YJL023C_mRNA	201
X	400491	400491	1	-	1	3	1	1	0	2	1	Exon (YJL020C_mRNA/YJL020C, exon 1 of 1)	10	398937	402410	3474	2	YJL020C	YJL020C_mRNA	1919
X	402464	402530	67	-	8	50	0.4	67	3.88	-0.62	0.13	Promoter	10	398937	402410	3474	2	YJL020C	YJL020C_mRNA	-120
X	404662	404662	1	-	1	6	1	1	0	2	1	Distal Intergenic	10	398937	402410	3474	2	YJL020C	YJL020C_mRNA	-2252
X	411032	411032	1	-	1	8	1	1	0	2	1	Promoter	10	409493	411040	1548	2	YJL013C	YJL013C_mRNA	8
X	411782	411782	1	-	1	4	1	1	0	2	1	Promoter	10	409493	411040	1548	2	YJL013C	YJL013C_mRNA	-742
X	413409	413446	38	-	6	58	0.33	38	-2.03	-0.33	0.1	Promoter	10	411234	413399	2166	2	YJL012C	YJL012C_mRNA	-47
X	414810	414810	1	-	1	7	1	1	0	2	1	Promoter	10	414285	414770	486	2	YJL011C	YJL011C_mRNA	-40
X	419587	419608	22	-	5	29	0.34	22	0.4	-0.17	0.07	Promoter	10	417562	419562	2001	2	YJL010C	YJL010C_mRNA	-46
X	419637	419637	1	-	1	3	1	1	0	2	1	Promoter	10	417562	419562	2001	2	YJL010C	YJL010C_mRNA	-75
X	421636	421636	1	-	1	5	1	1	0	2	1	Promoter	10	419957	421663	1707	2	YJL008C	YJL008C_mRNA	27
X	421663	421712	50	-	7	101	0.32	50	13.8	-0.21	0.21	Promoter	10	419957	421663	1707	2	YJL008C	YJL008C_mRNA	0
X	424168	424170	3	-	2	7	0.57	3	-0.14	1.01	0.01	Promoter	10	423138	424109	972	2	YJL006C	YJL006C_mRNA	-61
