seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XI	165940	165954	15	-	34	5	Promoter	11	164917	165930	1014	2	YKL151C	YKL151C_mRNA	-24
XI	168798	168811	14	-	9	2	Promoter	11	167612	168829	1218	2	YKL149C	YKL149C_mRNA	31
XI	168849	168853	5	-	22	2	Promoter	11	167612	168829	1218	2	YKL149C	YKL149C_mRNA	-24
XI	171278	171286	9	-	35	3	Promoter	11	169207	171129	1923	2	YKL148C	YKL148C_mRNA	-157
XI	171316	171316	1	-	3	1	Promoter	11	169207	171129	1923	2	YKL148C	YKL148C_mRNA	-187
XI	171524	171530	7	-	7	2	Promoter	11	169207	171129	1923	2	YKL148C	YKL148C_mRNA	-401
XI	185010	185069	60	-	34	8	Promoter	11	184803	185012	210	2	YKL138C-A	YKL138C-A_mRNA	0
XI	185735	185804	70	-	40	7	Promoter	11	185286	185681	396	2	YKL138C	YKL138C_mRNA	-123
XI	188725	188770	46	-	44	7	Promoter	11	186460	188640	2181	2	YKL135C	YKL135C_mRNA	-130
XI	191494	191494	1	-	9	1	Promoter	11	189124	191442	2319	2	YKL134C	YKL134C_mRNA	-52
XI	194949	194949	1	-	6	1	Promoter	11	193574	194866	1293	2	YKL132C	YKL132C_mRNA	-83
XI	196078	196078	1	-	12	1	Promoter	11	195288	196028	741	2	YKL130C	YKL130C_mRNA	-50
XI	200215	200215	1	-	5	1	Promoter	11	196349	200167	3819	2	YKL129C	YKL129C_mRNA	-48
XI	200259	200259	1	-	3	1	Promoter	11	196349	200167	3819	2	YKL129C	YKL129C_mRNA	-92
XI	201789	201802	14	-	33	3	Promoter	11	200884	201771	888	2	YKL128C	YKL128C_mRNA	-31
XI	212968	213069	102	-	313	25	Promoter	11	212495	212998	504	2	YKL122C	YKL122C_mRNA	0
XI	219246	219271	26	-	8	2	Promoter	11	218570	219217	648	2	YKL119C	YKL119C_mRNA	-54
XI	222894	222894	1	-	4	1	Promoter	11	221344	222900	1557	2	YKL116C	YKL116C_mRNA	6
XI	223082	223091	10	-	7	2	Promoter	11	221344	222900	1557	2	YKL116C	YKL116C_mRNA	-191
XI	224512	224512	1	-	3	1	Promoter	11	223352	224455	1104	2	YKL114C	YKL114C_mRNA	-57
XI	225887	225924	38	-	56	9	Promoter	11	224727	225875	1149	2	YKL113C	YKL113C_mRNA	-49
XI	229898	229939	42	-	52	6	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-59
XI	230099	230112	14	-	16	3	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-232
XI	230196	230196	1	-	3	1	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-316
XI	230301	230301	1	-	5	1	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-421
XI	242728	242728	1	-	4	1	Promoter	11	239185	242583	3399	2	YKL105C	YKL105C_mRNA	-145
XI	242782	242782	1	-	6	1	Promoter	11	239185	242583	3399	2	YKL105C	YKL105C_mRNA	-199
XI	245524	245527	4	-	11	2	Promoter	11	243220	245373	2154	2	YKL104C	YKL104C_mRNA	-154
XI	245558	245575	18	-	34	4	Promoter	11	243220	245373	2154	2	YKL104C	YKL104C_mRNA	-202
XI	247707	247773	67	-	57	12	Promoter	11	246138	247682	1545	2	YKL103C	YKL103C_mRNA	-91
XI	255413	255413	1	-	3	1	Promoter	11	253697	255460	1764	2	YKL100C	YKL100C_mRNA	47
XI	255458	255491	34	-	58	8	Promoter	11	253697	255460	1764	2	YKL100C	YKL100C_mRNA	0
XI	256495	256495	1	-	4	1	Promoter	11	255720	256472	753	2	YKL099C	YKL099C_mRNA	-23
XI	256526	256550	25	-	44	5	Promoter	11	255720	256472	753	2	YKL099C	YKL099C_mRNA	-78
XI	260298	260298	1	-	5	1	Downstream (1-2kb)	11	259073	259222	150	2	YKL096C-B	YKL096C-B_mRNA	-1076
XI	265979	265979	1	-	3	1	Distal Intergenic	11	266145	269459	3315	2	YKL092C	YKL092C_mRNA	3480
XI	270625	270705	81	-	66	9	Promoter	11	269718	270650	933	2	YKL091C	YKL091C_mRNA	0
XI	277951	277966	16	-	22	3	Promoter	11	277189	277863	675	2	YKL087C	YKL087C_mRNA	-103
XI	280879	280879	1	-	3	1	Distal Intergenic	11	281025	282329	1305	2	YKL082C	YKL082C_mRNA	1450
XI	281506	281506	1	-	17	1	Exon (YKL082C_mRNA/YKL082C, exon 1 of 1)	11	281025	282329	1305	2	YKL082C	YKL082C_mRNA	823
XI	281624	281624	1	-	3	1	Exon (YKL082C_mRNA/YKL082C, exon 1 of 1)	11	281025	282329	1305	2	YKL082C	YKL082C_mRNA	705
XI	282355	282421	67	-	411	21	Promoter	11	281025	282329	1305	2	YKL082C	YKL082C_mRNA	-92
XI	294320	294408	89	-	45	11	Promoter	11	292956	294308	1353	2	YKL075C	YKL075C_mRNA	-100
XI	296173	296235	63	-	124	13	Promoter	11	294610	296193	1584	2	YKL074C	YKL074C_mRNA	0
XI	307030	307030	1	-	13	1	Distal Intergenic	11	308144	308217	74	2	tV(AAC)K1	tV(AAC)K1_tRNA	1187
XI	308661	308661	1	-	4	1	Promoter	11	308144	308217	74	2	tV(AAC)K1	tV(AAC)K1_tRNA	-444
XI	317060	317093	34	-	34	7	Promoter	11	316437	317057	621	2	YKL065C	YKL065C_mRNA	-36
XI	317124	317124	1	-	10	1	Promoter	11	316437	317057	621	2	YKL065C	YKL065C_mRNA	-67
XI	321675	321675	1	-	20	1	Promoter	11	321015	321518	504	2	YKL063C	YKL063C_mRNA	-157
XI	326723	326723	1	-	3	1	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	764
XI	326780	326780	1	-	4	1	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	707
XI	326959	326960	2	-	6	2	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	528
XI	327256	327256	1	-	3	1	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	231
XI	327448	327454	7	-	6	2	Promoter	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	39
XI	327481	327541	61	-	369	15	Promoter	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	0
XI	329469	329517	49	-	60	8	Promoter	11	328118	329443	1326	2	YKL059C	YKL059C_mRNA	-74
XI	333999	334037	39	-	30	5	Promoter	11	330856	333969	3114	2	YKL057C	YKL057C_mRNA	-68
XI	334925	334966	42	-	198	13	Promoter	11	334412	334915	504	2	YKL056C	YKL056C_mRNA	-51
XI	335000	335000	1	-	3	1	Promoter	11	334412	334915	504	2	YKL056C	YKL056C_mRNA	-85
XI	336185	336185	1	-	5	1	Promoter	11	335321	336157	837	2	YKL055C	YKL055C_mRNA	-28
XI	337805	337805	1	-	3	1	Exon (YKL054C_mRNA/YKL054C, exon 1 of 1)	11	336537	338753	2217	2	YKL054C	YKL054C_mRNA	948
XI	338089	338094	6	-	7	2	Exon (YKL054C_mRNA/YKL054C, exon 1 of 1)	11	336537	338753	2217	2	YKL054C	YKL054C_mRNA	664
XI	338271	338274	4	-	6	2	Exon (YKL054C_mRNA/YKL054C, exon 1 of 1)	11	336537	338753	2217	2	YKL054C	YKL054C_mRNA	482
XI	338770	338772	3	-	7	2	Promoter	11	336537	338753	2217	2	YKL054C	YKL054C_mRNA	-19
XI	338826	338902	77	-	83	10	Promoter	11	336537	338753	2217	2	YKL054C	YKL054C_mRNA	-149
XI	339512	339515	4	-	10	2	Promoter	11	339182	339442	261	2	YKL053C-A	YKL053C-A_mRNA	-73
XI	340495	340520	26	-	7	2	Promoter	11	339668	340546	879	2	YKL052C	YKL052C_mRNA	51
XI	340559	340583	25	-	13	3	Promoter	11	339668	340546	879	2	YKL052C	YKL052C_mRNA	-37
XI	346792	346830	39	-	75	9	Promoter	11	346075	346764	690	2	YKL049C	YKL049C_mRNA	-66
XI	352857	352857	1	-	3	1	Promoter	11	351275	352624	1350	2	YKL046C	YKL046C_mRNA	-233
XI	361836	361904	69	-	42	8	Promoter	11	361058	361828	771	2	YKL040C	YKL040C_mRNA	-76
XI	381885	381885	1	-	3	1	Promoter	11	380065	381858	1794	2	YKL032C	YKL032C_mRNA	-27
XI	381947	381957	11	-	57	3	Promoter	11	380065	381858	1794	2	YKL032C	YKL032C_mRNA	-99
XI	382020	382043	24	-	16	3	Promoter	11	380065	381858	1794	2	YKL032C	YKL032C_mRNA	-185
XI	384749	384798	50	-	153	9	Promoter	11	382716	384725	2010	2	YKL029C	YKL029C_mRNA	-73
XI	384843	384845	3	-	11	2	Promoter	11	382716	384725	2010	2	YKL029C	YKL029C_mRNA	-120
XI	389991	389994	4	-	10	2	Promoter	11	389380	389883	504	2	YKL026C	YKL026C_mRNA	-111
XI	392299	392313	15	-	12	2	Promoter	11	390240	392279	2040	2	YKL025C	YKL025C_mRNA	-34
XI	393365	393365	1	-	22	1	Promoter	11	393146	393373	228	2	YKL023C-A	YKL023C-A_mRNA	8
XI	397143	397162	20	-	31	4	Exon (YKL022C_mRNA/YKL022C, exon 1 of 1)	11	394726	397248	2523	2	YKL022C	YKL022C_mRNA	105
XI	398598	398634	37	-	43	5	Exon (YKL021C_mRNA/YKL021C, exon 1 of 1)	11	397344	398750	1407	2	YKL021C	YKL021C_mRNA	152
XI	402103	402122	20	-	16	3	Promoter	11	398832	402080	3249	2	YKL020C	YKL020C_mRNA	-42
XI	402156	402156	1	-	6	1	Promoter	11	398832	402080	3249	2	YKL020C	YKL020C_mRNA	-76
XI	403906	403989	84	-	145	13	Promoter	11	403580	403879	300	2	YKL018C-A	YKL018C-A_mRNA	-110
XI	407239	407249	11	-	10	2	Promoter	11	405190	407241	2052	2	YKL017C	YKL017C_mRNA	0
XI	408021	408077	57	-	66	7	Promoter	11	407465	407989	525	2	YKL016C	YKL016C_mRNA	-88
XI	416922	416943	22	-	23	4	Promoter	11	411619	416913	5295	2	YKL014C	YKL014C_mRNA	-30
XI	418028	418081	54	-	102	13	Promoter	11	417508	418023	516	2	YKL013C	YKL013C_mRNA	-58
XI	421211	421222	12	-	11	3	Promoter	11	420155	421216	1062	2	YKL011C	YKL011C_mRNA	0
XI	421357	421357	1	-	3	1	Promoter	11	420155	421216	1062	2	YKL011C	YKL011C_mRNA	-141
XI	425858	425883	26	-	39	4	Promoter	11	421424	425875	4452	2	YKL010C	YKL010C_mRNA	0
XI	425919	425930	12	-	39	5	Promoter	11	421424	425875	4452	2	YKL010C	YKL010C_mRNA	-55
XI	425972	426000	29	-	58	5	Promoter	11	421424	425875	4452	2	YKL010C	YKL010C_mRNA	-125
XI	428577	428592	16	-	9	2	Promoter	11	427295	428551	1257	2	YKL008C	YKL008C_mRNA	-41
XI	428699	428699	1	-	4	1	Promoter	11	427295	428551	1257	2	YKL008C	YKL008C_mRNA	-148
XI	430660	430674	15	-	31	2	Promoter	11	430198	430632	435	2	YKL006C-A	YKL006C-A_mRNA	-42
XI	434975	435024	50	-	80	9	Promoter	11	433093	434877	1785	2	YKL005C	YKL005C_mRNA	-147
XI	437374	437374	1	-	3	1	Exon (YKL003C_mRNA/YKL003C, exon 1 of 1)	11	437097	437492	396	2	YKL003C	YKL003C_mRNA	118
XI	437447	437533	87	-	123	13	Promoter	11	437097	437492	396	2	YKL003C	YKL003C_mRNA	0
XI	439426	439426	1	-	5	1	Promoter	11	438777	439385	609	2	YKL001C	YKL001C_mRNA	-41
XI	439490	439490	1	-	4	1	Promoter	11	438777	439385	609	2	YKL001C	YKL001C_mRNA	-105
XI	442755	442807	53	-	136	11	Promoter	11	440608	442722	2115	2	YKR001C	YKR001C_mRNA	-85
XI	448045	448058	14	-	8	2	Promoter	11	446799	448036	1238	2	YKR004C	YKR004C_mRNA	-22
XI	451179	451179	1	-	6	1	Promoter	11	450423	451217	795	2	YKR006C	YKR006C_mRNA	38
XI	451209	451266	58	-	219	15	Promoter	11	450423	451217	795	2	YKR006C	YKR006C_mRNA	0
XI	454621	454621	1	-	3	1	Exon (YKR009C_mRNA/YKR009C, exon 1 of 1)	11	454352	457054	2703	2	YKR009C	YKR009C_mRNA	2433
XI	462741	462741	1	-	6	1	Promoter	11	461635	462696	1062	2	YKR011C	YKR011C_mRNA	-45
XI	462804	462810	7	-	16	3	Promoter	11	461635	462696	1062	2	YKR011C	YKR011C_mRNA	-114
XI	466164	466164	1	-	5	1	Promoter	11	465367	466071	705	2	YKR014C	YKR014C_mRNA	-93
XI	466191	466223	33	-	53	6	Promoter	11	465367	466071	705	2	YKR014C	YKR014C_mRNA	-152
XI	473428	473430	3	-	10	2	Promoter	11	471694	473349	1656	2	YKR017C	YKR017C_mRNA	-81
XI	473464	473464	1	-	3	1	Promoter	11	471694	473349	1656	2	YKR017C	YKR017C_mRNA	-115
XI	475907	475939	33	-	104	11	Promoter	11	473723	475900	2178	2	YKR018C	YKR018C_mRNA	-39
XI	478136	478139	4	-	9	2	Promoter	11	476216	478063	1848	2	YKR019C	YKR019C_mRNA	-76
XI	478174	478174	1	-	7	1	Promoter	11	476216	478063	1848	2	YKR019C	YKR019C_mRNA	-111
XI	483187	483213	27	-	22	3	Promoter	11	482171	483139	969	2	YKR022C	YKR022C_mRNA	-74
XI	487399	487412	14	-	18	3	Promoter	11	485144	487372	2229	2	YKR024C	YKR024C_mRNA	-40
XI	489705	489759	55	-	45	8	Promoter	11	488738	489655	918	2	YKR026C	YKR026C_mRNA	-104
XI	489810	489810	1	-	6	1	Promoter	11	488738	489655	918	2	YKR026C	YKR026C_mRNA	-155
XI	499838	499854	17	-	28	4	Promoter	11	497578	499833	2256	2	YKR029C	YKR029C_mRNA	-21
XI	506474	506516	43	-	51	5	Promoter	11	501344	506395	5052	2	YKR031C	YKR031C_mRNA	-121
XI	510598	510598	1	-	3	1	Promoter	11	508702	510633	1932	2	YKR036C	YKR036C_mRNA	35
XI	510663	510663	1	-	3	1	Promoter	11	508702	510633	1932	2	YKR036C	YKR036C_mRNA	-30
XI	511795	511795	1	-	4	1	Promoter	11	510910	511797	888	2	YKR037C	YKR037C_mRNA	2
XI	511828	511828	1	-	3	1	Promoter	11	510910	511797	888	2	YKR037C	YKR037C_mRNA	-31
XI	513168	513177	10	-	29	2	Promoter	11	511999	513159	1161	2	YKR038C	YKR038C_mRNA	-18
XI	517546	517546	1	-	9	1	Distal Intergenic	11	518063	518566	504	2	YKR040C	YKR040C_mRNA	1020
XI	521732	521748	17	-	95	6	Promoter	11	520897	521712	816	2	YKR043C	YKR043C_mRNA	-36
XI	523991	524001	11	-	6	2	Promoter	11	523418	523969	552	2	YKR045C	YKR045C_mRNA	-32
XI	525083	525083	1	-	3	1	Promoter	11	524223	525074	852	2	YKR046C	YKR046C_mRNA	-9
XI	526185	526185	1	-	3	1	Exon (YKR048C_mRNA/YKR048C, exon 1 of 1)	11	525387	526640	1254	2	YKR048C	YKR048C_mRNA	455
XI	526659	526674	16	-	66	4	Promoter	11	525387	526640	1254	2	YKR048C	YKR048C_mRNA	-34
XI	527242	527258	17	-	11	3	Promoter	11	526830	527231	402	2	YKR049C	YKR049C_mRNA	-27
XI	527359	527359	1	-	4	1	Promoter	11	526830	527231	402	2	YKR049C	YKR049C_mRNA	-128
XI	533508	533508	1	-	3	1	Promoter	11	532550	533464	915	2	YKR052C	YKR052C_mRNA	-44
XI	533535	533535	1	-	3	1	Promoter	11	532550	533464	915	2	YKR052C	YKR052C_mRNA	-71
XI	547942	547995	54	-	39	8	Promoter	11	535647	547925	12279	2	YKR054C	YKR054C_mRNA	-70
XI	559366	559366	1	-	6	1	Promoter	11	559016	559366	351	2	snR42	snR42_snoRNA	0
XI	562303	562317	15	-	21	3	Promoter	11	560789	562297	1509	2	YKR063C	YKR063C_mRNA	-20
XI	565917	565930	14	-	11	3	Promoter	11	565299	565892	594	2	YKR065C	YKR065C_mRNA	-38
XI	567166	567166	1	-	4	1	Promoter	11	566113	567198	1086	2	YKR066C	YKR066C_mRNA	32
XI	567208	567238	31	-	53	8	Promoter	11	566113	567198	1086	2	YKR066C	YKR066C_mRNA	-40
XI	570942	570963	22	-	42	5	Promoter	11	570328	570909	582	2	YKR068C	YKR068C_mRNA	-54
XI	571083	571083	1	-	4	1	Promoter	11	570328	570909	582	2	YKR068C	YKR068C_mRNA	-174
XI	575984	576043	60	-	76	12	Promoter	11	574934	575980	1047	2	YKR071C	YKR071C_mRNA	-63
XI	576716	576716	1	-	3	1	Promoter	11	574934	575980	1047	2	YKR071C	YKR071C_mRNA	-736
XI	576839	576839	1	-	3	1	Promoter	11	574934	575980	1047	2	YKR071C	YKR071C_mRNA	-859
XI	576915	576915	1	-	6	1	Promoter	11	574934	575980	1047	2	YKR071C	YKR071C_mRNA	-935
XI	576973	576973	1	-	3	1	Promoter	11	574934	575980	1047	2	YKR071C	YKR071C_mRNA	-993
XI	578261	578267	7	-	15	3	Promoter	11	576435	578123	1689	2	YKR072C	YKR072C_mRNA	-144
XI	578303	578303	1	-	4	1	Promoter	11	576435	578123	1689	2	YKR072C	YKR072C_mRNA	-180
XI	580261	580261	1	-	3	1	Exon (YKR075C_mRNA/YKR075C, exon 1 of 1)	11	579827	580750	924	2	YKR075C	YKR075C_mRNA	489
XI	580777	580811	35	-	142	10	Promoter	11	579827	580750	924	2	YKR075C	YKR075C_mRNA	-61
XI	592135	592135	1	-	3	1	Exon (YKR081C_mRNA/YKR081C, exon 1 of 1)	11	591506	592540	1035	2	YKR081C	YKR081C_mRNA	405
XI	592550	592565	16	-	38	6	Promoter	11	591506	592540	1035	2	YKR081C	YKR081C_mRNA	-25
XI	596855	596913	59	-	65	8	Promoter	11	596421	596822	402	2	YKR083C	YKR083C_mRNA	-91
XI	598900	598942	43	-	31	6	Promoter	11	597055	598890	1836	2	YKR084C	YKR084C_mRNA	-52
XI	598972	598972	1	-	3	1	Promoter	11	597055	598890	1836	2	YKR084C	YKR084C_mRNA	-82
XI	599675	599706	32	-	66	6	Promoter	11	599094	599681	588	2	YKR085C	YKR085C_mRNA	0
XI	604187	604187	1	-	3	1	Promoter	11	603195	604232	1038	2	YKR087C	YKR087C_mRNA	45
XI	604227	604254	28	-	31	5	Promoter	11	603195	604232	1038	2	YKR087C	YKR087C_mRNA	0
XI	605403	605447	45	-	37	7	Promoter	11	604405	605418	1014	2	YKR088C	YKR088C_mRNA	0
XI	608414	608461	48	-	121	9	Promoter	11	605633	608365	2733	2	YKR089C	YKR089C_mRNA	-96
XI	613914	613914	1	-	6	1	Promoter	11	612665	613885	1221	2	YKR092C	YKR092C_mRNA	-29
XI	618761	618784	24	-	108	7	Promoter	11	617996	618750	755	2	YKR094C	YKR094C_mRNA	-34
XI	618813	618817	5	-	10	2	Promoter	11	617996	618750	755	2	YKR094C	YKR094C_mRNA	-67
XI	635309	635327	19	-	24	5	Promoter	11	633026	635179	2154	2	YKR098C	YKR098C_mRNA	-148
XI	640308	640342	35	-	39	5	Promoter	11	638901	639968	1068	2	YKR100C	YKR100C_mRNA	-374
XI	662441	662441	1	-	3	1	Distal Intergenic	11	658716	660464	1749	2	YKR105C	YKR105C_mRNA	-1977
XII	29591	29609	19	+	8	2	Promoter	12	30109	31704	1596	1	YLL055W	YLL055W_mRNA	-500
XII	29805	29805	1	+	3	1	Promoter	12	30109	31704	1596	1	YLL055W	YLL055W_mRNA	-304
XII	29875	29875	1	+	4	1	Promoter	12	30109	31704	1596	1	YLL055W	YLL055W_mRNA	-234
XII	49848	49860	13	+	27	4	Promoter	12	49938	51947	2010	1	YLL043W	YLL043W_mRNA	-78
XII	49900	49916	17	+	16	3	Promoter	12	49938	51947	2010	1	YLL043W	YLL043W_mRNA	-22
XII	68419	68419	1	+	6	1	Promoter	12	68580	70478	1899	1	YLL035W	YLL035W_mRNA	-161
XII	73399	73399	1	+	7	1	Promoter	12	73409	74101	693	1	YLL033W	YLL033W_mRNA	-10
XII	81309	81319	11	+	13	2	Promoter	12	81461	83710	2250	1	YLL029W	YLL029W_mRNA	-142
XII	81349	81365	17	+	40	4	Promoter	12	81461	83710	2250	1	YLL029W	YLL029W_mRNA	-96
XII	84648	84648	1	+	3	1	Promoter	12	84804	86564	1761	1	YLL028W	YLL028W_mRNA	-156
XII	87185	87205	21	+	84	6	Promoter	12	87403	88155	753	1	YLL027W	YLL027W_mRNA	-198
XII	87444	87444	1	+	3	1	Promoter	12	87403	88155	753	1	YLL027W	YLL027W_mRNA	41
XII	88452	88452	1	+	3	1	Promoter	12	88623	91349	2727	1	YLL026W	YLL026W_mRNA	-171
XII	88557	88592	36	+	132	9	Promoter	12	88623	91349	2727	1	YLL026W	YLL026W_mRNA	-31
XII	89577	89577	1	+	3	1	Exon (YLL026W_mRNA/YLL026W, exon 1 of 1)	12	88623	91349	2727	1	YLL026W	YLL026W_mRNA	954
XII	92814	92814	1	+	3	1	Downstream (2-3kb)	12	92548	92650	103	1	tP(UGG)L	tP(UGG)L_tRNA	266
XII	100790	100815	26	+	21	5	Promoter	12	100947	105347	4401	1	YLL021W	YLL021W_mRNA	-132
XII	101692	101692	1	+	3	1	Exon (YLL021W_mRNA/YLL021W, exon 1 of 1)	12	100947	105347	4401	1	YLL021W	YLL021W_mRNA	745
XII	114503	114513	11	+	6	2	Exon (YLL016W/YLL016W, exon 1 of 1)	12	112847	115993	3147	1	YLL016W	YLL016W	1656
XII	121295	121324	30	+	55	7	Promoter	12	121322	121648	327	1	YLL014W	YLL014W_mRNA	0
XII	125477	125481	5	+	20	2	Promoter	12	125534	127255	1722	1	YLL012W	YLL012W_mRNA	-53
XII	127479	127517	39	+	55	9	Promoter	12	127523	128992	1470	1	YLL011W	YLL011W_mRNA	-6
XII	131668	131713	46	+	205	9	Promoter	12	131729	133987	2259	1	YLL008W	YLL008W_mRNA	-16
XII	131783	131783	1	+	5	1	Promoter	12	131729	133987	2259	1	YLL008W	YLL008W_mRNA	54
XII	131935	131935	1	+	4	1	Exon (YLL008W_mRNA/YLL008W, exon 1 of 1)	12	131729	133987	2259	1	YLL008W	YLL008W_mRNA	206
XII	132017	132017	1	+	3	1	Exon (YLL008W_mRNA/YLL008W, exon 1 of 1)	12	131729	133987	2259	1	YLL008W	YLL008W_mRNA	288
XII	133475	133486	12	+	7	2	Exon (YLL008W_mRNA/YLL008W, exon 1 of 1)	12	131729	133987	2259	1	YLL008W	YLL008W_mRNA	1746
XII	136548	136548	1	+	18	1	Promoter	12	136586	137866	1281	1	YLL006W	YLL006W_mRNA	-38
XII	141062	141075	14	+	13	3	Promoter	12	141073	142923	1851	1	YLL004W	YLL004W_mRNA	0
XII	143183	143183	1	+	3	1	Promoter	12	143201	146041	2841	1	YLL003W	YLL003W_mRNA	-18
XII	146276	146276	1	+	6	1	Promoter	12	146291	147601	1311	1	YLL002W	YLL002W_mRNA	-15
XII	147823	147823	1	+	7	1	Promoter	12	147890	150163	2274	1	YLL001W	YLL001W_mRNA	-67
XII	147860	147860	1	+	3	1	Promoter	12	147890	150163	2274	1	YLL001W	YLL001W_mRNA	-30
XII	160020	160028	9	+	13	2	Promoter	12	160049	161434	1386	1	YLR005W	YLR005W_mRNA	-21
XII	164375	164400	26	+	40	4	Promoter	12	164392	165402	1011	1	YLR007W	YLR007W_mRNA	0
XII	166349	166441	93	+	80	11	Promoter	12	166537	167136	600	1	YLR009W	YLR009W_mRNA	-96
XII	166688	166688	1	+	3	1	Exon (YLR009W_mRNA/YLR009W, exon 1 of 1)	12	166537	167136	600	1	YLR009W	YLR009W_mRNA	151
XII	166890	166890	1	+	3	1	Exon (YLR009W_mRNA/YLR009W, exon 1 of 1)	12	166537	167136	600	1	YLR009W	YLR009W_mRNA	353
XII	175158	175200	43	+	71	6	Promoter	12	175227	176744	1518	1	YLR015W	YLR015W_mRNA	-27
XII	177600	177620	21	+	35	4	Promoter	12	177608	178621	1014	1	YLR017W	YLR017W_mRNA	0
XII	177655	177655	1	+	6	1	Promoter	12	177608	178621	1014	1	YLR017W	YLR017W_mRNA	47
XII	179977	180033	57	+	47	9	Promoter	12	180288	181481	1194	1	YLR019W	YLR019W_mRNA	-255
XII	183576	183614	39	+	64	4	Promoter	12	183623	184162	540	1	YLR021W	YLR021W_mRNA	-9
XII	183655	183655	1	+	3	1	Promoter	12	183623	184162	540	1	YLR021W	YLR021W_mRNA	32
XII	194361	194437	77	+	190	19	Promoter	12	194452	195174	723	1	YLR025W	YLR025W_mRNA	-15
XII	194765	194765	1	+	3	1	Exon (YLR025W_mRNA/YLR025W, exon 1 of 1)	12	194452	195174	723	1	YLR025W	YLR025W_mRNA	313
XII	198913	198938	26	+	59	10	Exon (snR30_snoRNA/snR30, exon 1 of 1)	12	198784	199389	606	1	snR30	snR30_snoRNA	129
XII	198969	198981	13	+	6	2	Exon (snR30_snoRNA/snR30, exon 1 of 1)	12	198784	199389	606	1	snR30	snR30_snoRNA	185
XII	199174	199174	1	+	3	1	Exon (snR30_snoRNA/snR30, exon 1 of 1)	12	198784	199389	606	1	snR30	snR30_snoRNA	390
XII	204909	204966	58	+	17	4	Promoter	12	204991	208500	3510	1	YLR032W	YLR032W_mRNA	-25
XII	208692	208708	17	+	28	3	Promoter	12	208761	210269	1509	1	YLR033W	YLR033W_mRNA	-53
XII	242128	242226	99	+	289	23	Promoter	12	242232	243349	1118	1	YLR048W	YLR048W_mRNA	-6
XII	243080	243101	22	+	8	2	Exon (YLR048W_mRNA/YLR048W, exon 2 of 2)	12	242232	243349	1118	1	YLR048W	YLR048W_mRNA	848
XII	247142	247142	1	+	3	1	Promoter	12	247201	247953	753	1	YLR052W	YLR052W_mRNA	-59
XII	247180	247210	31	+	64	6	Promoter	12	247201	247953	753	1	YLR052W	YLR052W_mRNA	0
XII	253776	253804	29	+	30	5	Promoter	12	253861	254958	1098	1	YLR056W	YLR056W_mRNA	-57
XII	255252	255252	1	+	9	1	Promoter	12	255306	257855	2550	1	YLR057W	YLR057W_mRNA	-54
XII	255281	255281	1	+	4	1	Promoter	12	255306	257855	2550	1	YLR057W	YLR057W_mRNA	-25
XII	260915	260971	57	+	113	11	Promoter	12	260979	262766	1788	1	YLR060W	YLR060W_mRNA	-8
XII	261413	261413	1	+	4	1	Exon (YLR060W_mRNA/YLR060W, exon 1 of 1)	12	260979	262766	1788	1	YLR060W	YLR060W_mRNA	434
XII	261564	261564	1	+	4	1	Exon (YLR060W_mRNA/YLR060W, exon 1 of 1)	12	260979	262766	1788	1	YLR060W	YLR060W_mRNA	585
XII	263123	263186	64	+	371	16	Promoter	12	263194	263948	755	1	YLR061W	YLR061W_mRNA	-8
XII	263667	263667	1	+	3	1	Exon (YLR061W_mRNA/YLR061W, exon 2 of 2)	12	263194	263948	755	1	YLR061W	YLR061W_mRNA	473
XII	263705	263732	28	+	23	5	Promoter	12	264157	265254	1098	1	YLR063W	YLR063W_mRNA	-425
XII	263790	263790	1	+	3	1	Promoter	12	264157	265254	1098	1	YLR063W	YLR063W_mRNA	-367
XII	264236	264236	1	+	4	1	Promoter	12	264157	265254	1098	1	YLR063W	YLR063W_mRNA	79
XII	265400	265462	63	+	42	7	Promoter	12	265456	266277	822	1	YLR064W	YLR064W_mRNA	0
XII	267116	267150	35	+	30	5	Promoter	12	267169	267723	555	1	YLR066W	YLR066W_mRNA	-19
XII	270932	271014	83	+	359	19	Promoter	12	271008	271463	456	1	YLR068W	YLR068W_mRNA	0
XII	274104	274104	1	+	9	1	Distal Intergenic	12	271008	271463	456	1	YLR068W	YLR068W_mRNA	3096
